Trade,Cumulative PnL INR,Peak,Drawdown,Drawdown %
2413,2002509,2050630.5,-48121.5,-2.3466685
2414,2001699,2050630.5,-48931.5,-2.386168547
2415,1996656,2050630.5,-53974.5,-2.63209291
2416,1995156,2050630.5,-55474.5,-2.705241144
2417,1992229.5,2050630.5,-58401,-2.847953349
2418,1984945.5,2050630.5,-65685,-3.203161174
2419,1983339,2050630.5,-67291.5,-3.281502933
2420,1989675,2050630.5,-60955.5,-2.972524792
2421,1986889.5,2050630.5,-63741,-3.108361063
2422,1979799,2050630.5,-70831.5,-3.454132766
2423,1979539.5,2050630.5,-71091,-3.46678741
2424,1981975.5,2050630.5,-68655,-3.347994678
2425,1979572.5,2050630.5,-71058,-3.465178149
2426,1971945,2050630.5,-78685.5,-3.83713692
2427,1965561,2050630.5,-85069.5,-4.148455804
2428,1976929.5,2050630.5,-73701,-3.594065337
2429,1976923.5,2050630.5,-73707,-3.59435793
2430,1970922,2050630.5,-79708.5,-3.887024015
2431,1962256.5,2050630.5,-88374,-4.309601364
2432,1971666,2050630.5,-78964.5,-3.850742491
2433,1989895.5,2050630.5,-60735,-2.961772001
2434,1983336,2050630.5,-67294.5,-3.281649229
2435,1977306,2050630.5,-73324.5,-3.575705131
2436,1973382,2050630.5,-77248.5,-3.767060911
2437,1968034.5,2050630.5,-82596,-4.027834366
2438,1962792,2050630.5,-87838.5,-4.283487444
2439,1965430.5,2050630.5,-85200,-4.154819701
2440,1970475,2050630.5,-80155.5,-3.908822189
2441,1992511.5,2050630.5,-58119,-2.834201481
2442,1976193,2050630.5,-74437.5,-3.62998112
2443,1979623.5,2050630.5,-71007,-3.462691109
2444,1996540.5,2050630.5,-54090,-2.637725324
2445,1991130,2050630.5,-59500.5,-2.901571005
2446,1995151.5,2050630.5,-55479,-2.705460589
2447,1998013.5,2050630.5,-52617,-2.565893758
2448,2008449,2050630.5,-42181.5,-2.057001493
2449,2001636,2050630.5,-48994.5,-2.389240773
2450,1995826.5,2050630.5,-54804,-2.672543883
2451,1989862.5,2050630.5,-60768,-2.963381262
2452,1987423.5,2050630.5,-63207,-3.082320291
2453,1982907,2050630.5,-67723.5,-3.302569624
2454,1981966.5,2050630.5,-68664,-3.348433567
2455,1987366.5,2050630.5,-63264,-3.085099924
2456,1978809,2050630.5,-71821.5,-3.5024106
2457,1986289.5,2050630.5,-64341,-3.137620356
2458,1977949.5,2050630.5,-72681,-3.544324538
2459,1982602.5,2050630.5,-68028,-3.317418716
2460,1989594,2050630.5,-61036.5,-2.976474796
2461,1983973.5,2050630.5,-66657,-3.25056123
2462,1975425,2050630.5,-75205.5,-3.667433016
2463,1980375,2050630.5,-70255.5,-3.426043844
2464,1976515.5,2050630.5,-74115,-3.61425425
2465,1976302.5,2050630.5,-74328,-3.624641299
2466,1984683,2050630.5,-65947.5,-3.215962115
2467,1982748,2050630.5,-67882.5,-3.310323337
2468,1977135,2050630.5,-73495.5,-3.584044029
2469,1972177.5,2050630.5,-78453,-3.825798943
2470,1963950,2050630.5,-86680.5,-4.227017008
2471,1963516.5,2050630.5,-87114,-4.248156847
2472,1970437.5,2050630.5,-80193,-3.910650895
2473,1966126.5,2050630.5,-84504,-4.12087892
2474,1966528.5,2050630.5,-84102,-4.101275193
2475,1956715.5,2050630.5,-93915,-4.579810941
2476,1954914,2050630.5,-95716.5,-4.66766197
2477,1948402.5,2050630.5,-102228,-4.985198455
2478,1942458,2050630.5,-108172.5,-5.275084907
2479,2006727,2050630.5,-43903.5,-2.140975666
2480,1986571.5,2050630.5,-64059,-3.123868488
2481,1989280.5,2050630.5,-61350,-2.991762777
2482,2037829.5,2050630.5,-12801,-0.62424703
2483,2067504,2067504,0,0
2484,2072793,2072793,0,0
2485,2060196,2072793,-12597,-0.607730729
2486,2062723.5,2072793,-10069.5,-0.485793806
2487,2057074.5,2072793,-15718.5,-0.758324637
2488,2058079.5,2072793,-14713.5,-0.709839333
2489,2055646.5,2072793,-17146.5,-0.82721719
2490,2054599.5,2072793,-18193.5,-0.877728746
2491,2056519.5,2072793,-16273.5,-0.785100104
2492,2058960,2072793,-13833,-0.667360417
2493,2052517.5,2072793,-20275.5,-0.978172929
2494,2047005,2072793,-25788,-1.244118443
2495,2041431,2072793,-31362,-1.513030968
2496,2042020.5,2072793,-30772.5,-1.484591081
2497,2057088,2072793,-15705,-0.757673342
2498,2050207.5,2072793,-22585.5,-1.089616763
2499,2052903,2072793,-19890,-0.959574835
2500,2045569.5,2072793,-27223.5,-1.313372826
2501,2062978.5,2072793,-9814.5,-0.473491564
2502,2058940.5,2072793,-13852.5,-0.668301176
2503,2054200.5,2072793,-18592.5,-0.896978135
2504,2054353.5,2072793,-18439.5,-0.88959679
2505,2044171.5,2072793,-28621.5,-1.380818056
2506,2047971,2072793,-24822,-1.197514658
2507,2042928,2072793,-29865,-1.440809574
2508,2057469,2072793,-15324,-0.739292346
2509,2047698,2072793,-25095,-1.210685293
2510,2042205,2072793,-30588,-1.475690047
2511,2039077.5,2072793,-33715.5,-1.626573421
2512,2039031,2072793,-33762,-1.62881677
2513,2064103.5,2072793,-8689.5,-0.41921697
2514,2056042.5,2072793,-16750.5,-0.808112532
2515,2080818,2080818,0,0
2516,2077396.5,2080818,-3421.5,-0.164430527
2517,2088901.5,2088901.5,0,0
2518,2081782.5,2088901.5,-7119,-0.340801134
2519,2069442,2088901.5,-19459.5,-0.931566184
2520,2062782,2088901.5,-26119.5,-1.250394047
2521,2052676.5,2088901.5,-36225,-1.734165062
2522,2052948,2088901.5,-35953.5,-1.7211678
2523,2052687,2088901.5,-36214.5,-1.733662406
2524,2066853,2088901.5,-22048.5,-1.055506926
2525,2060179.5,2088901.5,-28722,-1.374981061
2526,2059204.5,2088901.5,-29697,-1.421656311
2527,2071087.5,2088901.5,-17814,-0.852792724
2528,2062791,2088901.5,-26110.5,-1.249963198
2529,2053843.5,2088901.5,-35058,-1.678298378
2530,2091025.5,2091025.5,0,0
2531,2084923.5,2091025.5,-6102,-0.291818536
2532,2083710,2091025.5,-7315.5,-0.349852261
2533,2082714,2091025.5,-8311.5,-0.397484392
2534,2076687,2091025.5,-14338.5,-0.685716171
2535,2070520.5,2091025.5,-20505,-0.980619318
2536,2094423,2094423,0,0
2537,2081236.5,2094423,-13186.5,-0.629600611
2538,2080893,2094423,-13530,-0.646001309
2539,2081263.5,2094423,-13159.5,-0.628311473
2540,2076832.5,2094423,-17590.5,-0.839873321
2541,2075613,2094423,-18810,-0.898099381
2542,2089029,2094423,-5394,-0.257541098
2543,2087518.5,2094423,-6904.5,-0.3296612
2544,2107509,2107509,0,0
2545,2109177,2109177,0,0
2546,2112438,2112438,0,0
2547,2124652.5,2124652.5,0,0
2548,2131338,2131338,0,0
2549,2123419.5,2131338,-7918.5,-0.371527182
2550,2120527.5,2131338,-10810.5,-0.507216594
2551,2125011,2131338,-6327,-0.296855778
2552,2130693,2131338,-645,-0.03026268
2553,2122734,2131338,-8604,-0.403690076
2554,2130378,2131338,-960,-0.045042128
2555,2138593.5,2138593.5,0,0
2556,2143639.5,2143639.5,0,0
2557,2143789.5,2143789.5,0,0
2558,2141016,2143789.5,-2773.5,-0.129373709
2559,2134266,2143789.5,-9523.5,-0.444236713
2560,2132101.5,2143789.5,-11688,-0.545202782
2561,2140957.5,2143789.5,-2832,-0.132102522
2562,2162580,2162580,0,0
2563,2159452.5,2162580,-3127.5,-0.144618927
2564,2153527.5,2162580,-9052.5,-0.418597231
2565,2158836,2162580,-3744,-0.173126543
2566,2158603.5,2162580,-3976.5,-0.183877591
2567,2158471.5,2162580,-4108.5,-0.189981411
2568,2155114.5,2162580,-7465.5,-0.345212663
2569,2147301,2162580,-15279,-0.706517216
2570,2145703.5,2162580,-16876.5,-0.780387315
2571,2144416.5,2162580,-18163.5,-0.839899564
2572,2148934.5,2162580,-13645.5,-0.630982438
2573,2152282.5,2162580,-10297.5,-0.476167356
2574,2146812,2162580,-15768,-0.729129096
2575,2146063.5,2162580,-16516.5,-0.763740532
2576,2144775,2162580,-17805,-0.823322143
2577,2141391,2162580,-21189,-0.979801903
2578,2137338,2162580,-25242,-1.167216935
2579,2146851,2162580,-15729,-0.727325694
2580,2150418,2162580,-12162,-0.562383819
2581,2157393,2162580,-5187,-0.239852399
2582,2164063.5,2164063.5,0,0
2583,2160000,2164063.5,-4063.5,-0.187771754
2584,2155816.5,2164063.5,-8247,-0.381088633
2585,2156383.5,2164063.5,-7680,-0.354887923
2586,2196469.5,2196469.5,0,0
2587,2190241.5,2196469.5,-6228,-0.283545936
2588,2193022.5,2196469.5,-3447,-0.156933661
2589,2196309,2196469.5,-160.5,-0.007307181
2590,2191470,2196469.5,-4999.5,-0.227615271
2591,2193703.5,2196469.5,-2766,-0.125929361
2592,2188143,2196469.5,-8326.5,-0.379085619
2593,2181357,2196469.5,-15112.5,-0.68803596
2594,2173854,2196469.5,-22615.5,-1.029629594
2595,2166957,2196469.5,-29512.5,-1.343633499
2596,2163010.5,2196469.5,-33459,-1.5233082
2597,2163189,2196469.5,-33280.5,-1.515181522
2598,2160898.5,2196469.5,-35571,-1.619462506
2599,2160558,2196469.5,-35911.5,-1.634964656
2600,2182609.5,2196469.5,-13860,-0.631012632
2601,2180401.5,2196469.5,-16068,-0.731537588
2602,2188674,2196469.5,-7795.5,-0.35491046
2603,2180278.5,2196469.5,-16191,-0.737137484
2604,2173177.5,2196469.5,-23292,-1.06042902
2605,2175067.5,2196469.5,-21402,-0.974381843
2606,2179015.5,2196469.5,-17454,-0.794638851
2607,2197245,2197245,0,0
2608,2198602.5,2198602.5,0,0
2609,2212192.5,2212192.5,0,0
2610,2205183,2212192.5,-7009.5,-0.316857597
2611,2211204,2212192.5,-988.5,-0.044684176
2612,2216544,2216544,0,0
2613,2210118,2216544,-6426,-0.28991078
2614,2204872.5,2216544,-11671.5,-0.526562974
2615,2208028.5,2216544,-8515.5,-0.384179155
2616,2208105,2216544,-8439,-0.380727836
2617,2201193,2216544,-15351,-0.692564641
2618,2191350,2216544,-25194,-1.136634328
2619,2207608.5,2216544,-8935.5,-0.403127572
2620,2195932.5,2216544,-20611.5,-0.929893564
2621,2189032.5,2216544,-27511.5,-1.241188986
2622,2187682.5,2216544,-28861.5,-1.302094612
2623,2186296.5,2216544,-30247.5,-1.364624388
2624,2187928.5,2216544,-28615.5,-1.290996254
2625,2184031.5,2216544,-32512.5,-1.466810494
2626,2179402.5,2216544,-37141.5,-1.675649119
2627,2173194,2216544,-43350,-1.955747326
2628,2188321.5,2216544,-28222.5,-1.273265949
2629,2199808.5,2216544,-16735.5,-0.755026744
2630,2196307.5,2216544,-20236.5,-0.912975335
2631,2189334,2216544,-27210,-1.22758673
2632,2191617,2216544,-24927,-1.124588549
2633,2185255.5,2216544,-31288.5,-1.411589393
2634,2181478.5,2216544,-35065.5,-1.5819898
2635,2196247.5,2216544,-20296.5,-0.915682251
2636,2209366.5,2216544,-7177.5,-0.323814912
2637,2211508.5,2216544,-5035.5,-0.227177985
2638,2212123.5,2216544,-4420.5,-0.199432089
2639,2207311.5,2216544,-9232.5,-0.416526809
2640,2232736.5,2232736.5,0,0
2641,2228368.5,2232736.5,-4368,-0.195634371
2642,2235745.5,2235745.5,0,0
2643,2228679,2235745.5,-7066.5,-0.31606907
2644,2227213.5,2235745.5,-8532,-0.381617675
2645,2220196.5,2235745.5,-15549,-0.695472718
2646,2214358.5,2235745.5,-21387,-0.956593673
2647,2249736,2249736,0,0
2648,2241210,2249736,-8526,-0.3789778
2649,2230507.5,2249736,-19228.5,-0.854700285
2650,2222184,2249736,-27552,-1.224677029
2651,2223387,2249736,-26349,-1.171204088
2652,2224359,2249736,-25377,-1.127999019
2653,2219307,2249736,-30429,-1.3525587
2654,2210884.5,2249736,-38851.5,-1.72693596
2655,2213754,2249736,-35982,-1.599387661
2656,2213005.5,2249736,-36730.5,-1.632658232
2657,2211972,2249736,-37764,-1.678596955
2658,2214985.5,2249736,-34750.5,-1.544647905
2659,2232160.5,2249736,-17575.5,-0.781224997
2660,2237751,2249736,-11985,-0.532729174
2661,2234098.5,2249736,-15637.5,-0.695081556
2662,2232207,2249736,-17529,-0.779158088
2663,2226514.5,2249736,-23221.5,-1.032187777
2664,2209681.5,2249736,-40054.5,-1.780408901
2665,2203669.5,2249736,-46066.5,-2.047640256
2666,2214495,2249736,-35241,-1.566450464
2667,2208183,2249736,-41553,-1.847016717
2668,2198043,2249736,-51693,-2.297736268
2669,2193886.5,2249736,-55849.5,-2.482491279
2670,2191035,2249736,-58701,-2.609239484
2671,2192904,2249736,-56832,-2.52616307
2672,2196237,2249736,-53499,-2.378012353
2673,2209974,2249736,-39762,-1.767407376
2674,2205510,2249736,-44226,-1.965830657
2675,2204548.5,2249736,-45187.5,-2.008569005
2676,2198565,2249736,-51171,-2.274533545
2677,2232624,2249736,-17112,-0.76062258
2678,2235747,2249736,-13989,-0.621806292
2679,2233419,2249736,-16317,-0.7252851
2680,2241526.5,2249736,-8209.5,-0.364909483
2681,2236399.5,2249736,-13336.5,-0.592802889
2682,2229391.5,2249736,-20344.5,-0.904306105
2683,2224990.5,2249736,-24745.5,-1.099929058
2684,2237704.5,2249736,-12031.5,-0.534796083
2685,2237596.5,2249736,-12139.5,-0.539596646
2686,2240623.5,2249736,-9112.5,-0.405047526
2687,2234899.5,2249736,-14836.5,-0.659477379
2688,2232552,2249736,-17184,-0.763822955
2689,2230711.5,2249736,-19024.5,-0.845632554
2690,2232340.5,2249736,-17395.5,-0.773224058
2691,2229721.5,2249736,-20014.5,-0.889637717
2692,2240524.5,2249736,-9211.5,-0.409448042
2693,2257014,2257014,0,0
2694,2254483.5,2257014,-2530.5,-0.11211716
2695,2260210.5,2260210.5,0,0
2696,2265454.5,2265454.5,0,0
2697,2260912.5,2265454.5,-4542,-0.200489571
2698,2263017,2265454.5,-2437.5,-0.107594304
2699,2260626,2265454.5,-4828.5,-0.21313604
2700,2276050.5,2276050.5,0,0
2701,2273535,2276050.5,-2515.5,-0.110520395
2702,2282119.5,2282119.5,0,0
2703,2257464,2282119.5,-24655.5,-1.080377255
2704,2294154,2294154,0,0
2705,2283570,2294154,-10584,-0.461346536
2706,2275317,2294154,-18837,-0.821086989
2707,2277519,2294154,-16635,-0.725103895
2708,2278867.5,2294154,-15286.5,-0.666324057
2709,2271816,2294154,-22338,-0.973692263
2710,2276017.5,2294154,-18136.5,-0.790552857
2711,2280721.5,2294154,-13432.5,-0.585509953
2712,2299521,2299521,0,0
2713,2293980,2299521,-5541,-0.240963227
2714,2292439.5,2299521,-7081.5,-0.307955439
2715,2290539,2299521,-8982,-0.390603086
2716,2288025,2299521,-11496,-0.499930203
2717,2280978,2299521,-18543,-0.80638533
2718,2274052.5,2299521,-25468.5,-1.107556748
2719,2285887.5,2299521,-13633.5,-0.592884344
2720,2294640,2299521,-4881,-0.212261597
2721,2293149,2299521,-6372,-0.277101188
2722,2300308.5,2300308.5,0,0
2723,2296353,2300308.5,-3955.5,-0.171955196
2724,2301225,2301225,0,0
2725,2301390,2301390,0,0
2726,2297757,2301390,-3633,-0.157861119
2727,2308177.5,2308177.5,0,0
2728,2316145.5,2316145.5,0,0
2729,2315641.5,2316145.5,-504,-0.021760291
2730,2310367.5,2316145.5,-5778,-0.249466193
2731,2316747,2316747,0,0
2732,2314761,2316747,-1986,-0.085723646
2733,2322301.5,2322301.5,0,0
2734,2318605.5,2322301.5,-3696,-0.159152461
2735,2309811,2322301.5,-12490.5,-0.53785006
2736,2310744,2322301.5,-11557.5,-0.497674398
2737,2301297,2322301.5,-21004.5,-0.904469123
2738,2306190,2322301.5,-16111.5,-0.693772966
2739,2366790,2366790,0,0
2740,2357311.5,2366790,-9478.5,-0.40047913
2741,2348395.5,2366790,-18394.5,-0.777191893
2742,2344387.5,2366790,-22402.5,-0.946535181
2743,2343007.5,2366790,-23782.5,-1.004842001
2744,2335714.5,2366790,-31075.5,-1.312980873
2745,2325988.5,2366790,-40801.5,-1.723917204
2746,2324623.5,2366790,-42166.5,-1.781590255
2747,2347113,2366790,-19677,-0.83137921
2748,2332189.5,2366790,-34600.5,-1.461916773
2749,2322166.5,2366790,-44623.5,-1.885401747
2750,2308338,2366790,-58452,-2.469674116
2751,2303173.5,2366790,-63616.5,-2.687881054
2752,2316988.5,2366790,-49801.5,-2.104179078
2753,2305179,2366790,-61611,-2.603146033
2754,2293446,2366790,-73344,-3.098880763
2755,2285694,2366790,-81096,-3.42641299
2756,2291403,2366790,-75387,-3.185200208
2757,2274778.5,2366790,-92011.5,-3.887607266
2758,2281335,2366790,-85455,-3.610586491
2759,2301307.5,2366790,-65482.5,-2.766722016
2760,2296200,2366790,-70590,-2.982520629
2761,2288460,2366790,-78330,-3.309545841
2762,2279904,2366790,-86886,-3.671048128
2763,2288400,2366790,-78390,-3.31208092
2764,2289771,2366790,-77019,-3.254154361
2765,2297098.5,2366790,-69691.5,-2.944557819
2766,2295100.5,2366790,-71689.5,-3.028975955
2767,2287564.5,2366790,-79225.5,-3.347381897
2768,2278572,2366790,-88218,-3.727326886
2769,2268451.5,2366790,-98338.5,-4.154931363
2770,2277166.5,2366790,-89623.5,-3.786711115
2771,2260819.5,2366790,-105970.5,-4.477393432
2772,2265517.5,2366790,-101272.5,-4.278896734
2773,2256243,2366790,-110547,-4.670756594
2774,2252082,2366790,-114708,-4.846564334
2775,2245233,2366790,-121557,-5.13594362
2776,2247238.5,2366790,-119551.5,-5.051208599
2777,2239545,2366790,-127245,-5.376269124
2778,2237752.5,2366790,-129037.5,-5.452004614
2779,2244669,2366790,-122121,-5.159773364
2780,2246895,2366790,-119895,-5.065721927
2781,2249824.5,2366790,-116965.5,-4.941946687
2782,2243533.5,2366790,-123256.5,-5.207749737
2783,2240466,2366790,-126324,-5.337355659
2784,2232871.5,2366790,-133918.5,-5.658233303
2785,2240503.5,2366790,-126286.5,-5.335771234
2786,2273067,2366790,-93723,-3.959920399
2787,2264994,2366790,-101796,-4.301015299
2788,2277247.5,2366790,-89542.5,-3.783288758
2789,2288796,2366790,-77994,-3.295349397
2790,2279859,2366790,-86931,-3.672949438
2791,2282616,2366790,-84174,-3.556462551
2792,2275366.5,2366790,-91423.5,-3.86276349
2793,2282706,2366790,-84084,-3.552659932
2794,2274580.5,2366790,-92209.5,-3.895973027
2795,2267682,2366790,-99108,-4.187443753
2796,2261922,2366790,-104868,-4.430811352
2797,2260299,2366790,-106491,-4.499385243
2798,2251575,2366790,-115215,-4.867985753
2799,2248464,2366790,-118326,-4.999429607
2800,2247172.5,2366790,-119617.5,-5.053997186
2801,2231638.5,2366790,-135151.5,-5.71032918
2802,2227425,2366790,-139365,-5.888355114
2803,2220078,2366790,-146712,-6.198775557
2804,2215096.5,2366790,-151693.5,-6.409250504
2805,2214303,2366790,-152487,-6.442776926
2806,2229340.5,2366790,-137449.5,-5.807422712
2807,2218075.5,2366790,-148714.5,-6.283383824
2808,2212954.5,2366790,-153835.5,-6.49975283
2809,2206086,2366790,-160704,-6.789956016
2810,2196625.5,2366790,-170164.5,-7.189674623
2811,2188485,2366790,-178305,-7.533621487
2812,2215134,2366790,-151656,-6.407666079
2813,2208609,2366790,-158181,-6.683355938
2814,2210250,2366790,-156540,-6.614021523
2815,2209009.5,2366790,-157780.5,-6.666434284
2816,2208597,2366790,-158193,-6.683862954
2817,2245000.5,2366790,-121789.5,-5.145767052
2818,2237461.5,2366790,-129328.5,-5.464299748
2819,2241799.5,2366790,-124990.5,-5.281013525
2820,2263114.5,2366790,-103675.5,-4.380426654
2821,2256444,2366790,-110346,-4.662264079
2822,2250832.5,2366790,-115957.5,-4.899357357
2823,2240203.5,2366790,-126586.5,-5.34844663
2824,2239813.5,2366790,-126976.5,-5.364924645
2825,2236317,2366790,-130473,-5.512656383
2826,2267605.5,2366790,-99184.5,-4.190675979
2827,2264787,2366790,-102003,-4.309761322
2828,2253802.5,2366790,-112987.5,-4.773870939
2829,2257384.5,2366790,-109405.5,-4.622526713
2830,2251125,2366790,-115665,-4.886998847
2831,2270008.5,2366790,-96781.5,-4.089146059
2832,2258704.5,2366790,-108085.5,-4.566754972
2833,2259988.5,2366790,-106801.5,-4.512504278
2834,2247747,2366790,-119043,-5.029723803
2835,2250912,2366790,-115878,-4.895998378
2836,2247657,2366790,-119133,-5.033526422
2837,2232931.5,2366790,-133858.5,-5.655698224
2838,2233587,2366790,-133203,-5.628002484
2839,2226991.5,2366790,-139798.5,-5.906671061
2840,2218788,2366790,-148002,-6.253279759
2841,2212888.5,2366790,-153901.5,-6.502541417
2842,2199244.5,2366790,-167545.5,-7.079018417
2843,2188209,2366790,-178581,-7.545282851
2844,2197533,2366790,-169257,-7.15133155
2845,2191876.5,2366790,-174913.5,-7.390326138
2846,2187339,2366790,-179451,-7.582041499
2847,2195514,2366790,-171276,-7.236636964
2848,2243941.5,2366790,-122848.5,-5.190511199
2849,2264976,2366790,-101814,-4.301775823
2850,2265243,2366790,-101547,-4.290494721
2851,2257825.5,2366790,-108964.5,-4.603893882
2852,2245717.5,2366790,-121072.5,-5.115472856
2853,2235288,2366790,-131502,-5.55613299
2854,2232217.5,2366790,-134572.5,-5.685865666
2855,2178544.5,2366790,-188245.5,-7.953620727
2856,2167225.5,2366790,-199564.5,-8.43186341
2857,2233881,2366790,-132909,-5.615580597
2858,2268735,2366790,-98055,-4.142953114
2859,2255823,2366790,-110967,-4.688502148
2860,2261031,2366790,-105759,-4.468457278
2861,2254861.5,2366790,-111928.5,-4.729126792
2862,2251897.5,2366790,-114892.5,-4.854359702
2863,2245678.5,2366790,-121111.5,-5.117120657
2864,2235021,2366790,-131769,-5.567414093
2865,2228101.5,2366790,-138688.5,-5.859772096
2866,2250721.5,2366790,-116068.5,-4.904047254
2867,2231919,2366790,-134871,-5.698477685
2868,2232519,2366790,-134271,-5.673126893
2869,2219700,2366790,-147090,-6.214746555
2870,2211930,2366790,-154860,-6.543039306
2871,2211079.5,2366790,-155710.5,-6.578974053
2872,2202888,2366790,-163902,-6.925075735
2873,2192841,2366790,-173949,-7.34957474
2874,2224551,2366790,-142239,-6.009785406
2875,2210569.5,2366790,-156220.5,-6.600522226
2876,2197354.5,2366790,-169435.5,-7.158873411
2877,2200246.5,2366790,-166543.5,-7.036682595
2878,2195430,2366790,-171360,-7.240186075
2879,2191305,2366790,-175485,-7.414472767
2880,2201916,2366790,-164874,-6.966144018
2881,2195826,2366790,-170964,-7.223454552
2882,2181868.5,2366790,-184921.5,-7.813177341
2883,2181028.5,2366790,-185761.5,-7.84866845
2884,2171013,2366790,-195777,-8.271836538
2885,2164089,2366790,-202701,-8.564384673
2886,2153250,2366790,-213540,-9.022346723
2887,2153910,2366790,-212880,-8.994460852
2888,2145418.5,2366790,-221371.5,-9.35323793
2889,2141769,2366790,-225021,-9.50743412
2890,2151055.5,2366790,-215734.5,-9.115067243
2891,2146272,2366790,-220518,-9.317176429
2892,2140279.5,2366790,-226510.5,-9.57036746
2893,2132908.5,2366790,-233881.5,-9.881801934
2894,2123479.5,2366790,-243310.5,-10.28018962
2895,2114934,2366790,-251856,-10.64124827
2896,2110722,2366790,-256068,-10.81921083
2897,2112870,2366790,-253920,-10.728455
2898,2106774,2366790,-260016,-10.98601904
2899,2126344.5,2366790,-240445.5,-10.15913959
2900,2103991.5,2366790,-262798.5,-11.10358333
2901,2097541.5,2366790,-269248.5,-11.37610434
2902,2123751,2366790,-243039,-10.26871839
2903,2121462,2366790,-245328,-10.36543166
2904,2109846,2366790,-256944,-10.85622299
2905,2107317,2366790,-259473,-10.96307657
2906,2106174,2366790,-260616,-11.01136983
2907,2105691,2366790,-261099,-11.03177722
2908,2098560,2366790,-268230,-11.33307138
2909,2134750.5,2366790,-232039.5,-9.803975004
2910,2133072,2366790,-233718,-9.874893844
2911,2129391,2366790,-237399,-10.03042095
2912,2118519,2366790,-248271,-10.48977729
2913,2101669.5,2366790,-265120.5,-11.2016909
2914,2096322,2366790,-270468,-11.42762983
2915,2086672.5,2366790,-280117.5,-11.83533393
2916,2088024,2366790,-278766,-11.77823128
2917,2100184.5,2366790,-266605.5,-11.26443411
2918,2090724,2366790,-276066,-11.66415271
2919,2080041,2366790,-286749,-12.11552356
2920,2084232,2366790,-282558,-11.93844828
2921,2079897,2366790,-286893,-12.12160775
2922,2088418.5,2366790,-278371.5,-11.76156313
2923,2093032.5,2366790,-273757.5,-11.56661554
2924,2101098,2366790,-265692,-11.22583753
2925,2095209,2366790,-271581,-11.47465555
2926,2095747.5,2366790,-271042.5,-11.45190321
2927,2092462.5,2366790,-274327.5,-11.59069879
2928,2089615.5,2366790,-277174.5,-11.7109883
2929,2086132.5,2366790,-280657.5,-11.85814965
2930,2079487.5,2366790,-287302.5,-12.13890966
2931,2068098,2366790,-298692,-12.62013106
2932,2064957,2366790,-301833,-12.75284246
2933,2059534.5,2366790,-307255.5,-12.98195024
2934,2053383,2366790,-313407,-13.24185923
2935,2046793.5,2366790,-319996.5,-13.5202743
2936,2042556,2366790,-324234,-13.69931426
2937,2036494.5,2366790,-330295.5,-13.95542063
2938,2027070,2366790,-339720,-14.35361819
2939,2041522.5,2366790,-325267.5,-13.742981
2940,2035978.5,2366790,-330811.5,-13.97722231
2941,2026816.5,2366790,-339973.5,-14.3643289
2942,2032812,2366790,-333978,-14.11101112
2943,2024904,2366790,-341886,-14.44513455
2944,2018590.5,2366790,-348199.5,-14.71188825
2945,2016129,2366790,-350661,-14.81588988
2946,2043472.5,2366790,-323317.5,-13.66059093
2947,2037177,2366790,-329613,-13.92658411
2948,2047021.5,2366790,-319768.5,-13.51064099
2949,2031870,2366790,-334920,-14.15081186
2950,2036658,2366790,-330132,-13.94851254
2951,2028193.5,2366790,-338596.5,-14.30614883
2952,2039028,2366790,-327762,-13.84837692
2953,2034655.5,2366790,-332134.5,-14.03312081
2954,2036665.5,2366790,-330124.5,-13.94819566
2955,2066149.5,2366790,-300640.5,-12.70245776
2956,2055516,2366790,-311274,-13.15173716
2957,2081230.5,2366790,-285559.5,-12.06526561
2958,2076463.5,2366790,-290326.5,-12.26667765
2959,2106448.5,2366790,-260341.5,-10.99977184
2960,2093278.5,2366790,-273511.5,-11.55622172
2961,2061580.5,2366790,-305209.5,-12.89550404
2962,2049511.5,2366790,-317278.5,-13.40543521
2963,2041756.5,2366790,-325033.5,-13.73309419
2964,2044069.5,2366790,-322720.5,-13.63536689
2965,2045211,2366790,-321579,-13.58713701
2966,2056747.5,2366790,-310042.5,-13.09970466
2967,2049208.5,2366790,-317581.5,-13.41823736
2968,2042404.5,2366790,-324385.5,-13.70571534
2969,2050587,2366790,-316203,-13.35999392
2970,2068960.5,2366790,-297829.5,-12.5836893
2971,2067832.5,2366790,-298957.5,-12.63134879
2972,2056236,2366790,-310554,-13.12131621
2973,2066560.5,2366790,-300229.5,-12.68509247
2974,2063269.5,2366790,-303520.5,-12.82414156
2975,2082634.5,2366790,-284155.5,-12.00594476
2976,2098087.5,2366790,-268702.5,-11.35303512
2977,2087662.5,2366790,-279127.5,-11.79350513
2978,2103792,2366790,-262998,-11.11201247
2979,2105727,2366790,-261063,-11.03025617
2980,2094111,2366790,-272679,-11.52104749
2981,2096076,2366790,-270714,-11.43802365
2982,2093487,2366790,-273303,-11.54741232
2983,2099641.5,2366790,-267148.5,-11.28737657
2984,2093616,2366790,-273174,-11.5419619
2985,2074909.5,2366790,-291880.5,-12.3323362
2986,2091663,2366790,-275127,-11.62447872
2987,2096791.5,2366790,-269998.5,-11.40779283
2988,2085547.5,2366790,-281242.5,-11.88286667
2989,2081799,2366790,-284991,-12.04124574
2990,2073865.5,2366790,-292924.5,-12.37644658
2991,2067861,2366790,-298929,-12.63014463
2992,2070442.5,2366790,-296347.5,-12.52107285
