Trade,Cumulative PnL INR,Peak,Drawdown,Drawdown %
1223,583287,612534,-29247,-4.774755361
1224,583387.5,612534,-29146.5,-4.758348108
1225,579088.5,612534,-33445.5,-5.4601867
1226,578227.5,612534,-34306.5,-5.600750326
1227,590832,612534,-21702,-3.542987002
1228,608179.5,612534,-4354.5,-0.710899313
1229,598630.5,612534,-13903.5,-2.269833185
1230,606237,612534,-6297,-1.028024567
1231,608566.5,612534,-3967.5,-0.647719147
1232,605931,612534,-6603,-1.077980977
1233,610731,612534,-1803,-0.294351007
1234,603477,612534,-9057,-1.4786118
1235,598312.5,612534,-14221.5,-2.32174867
1236,592116,612534,-20418,-3.333365985
1237,588604.5,612534,-23929.5,-3.906640284
1238,588978,612534,-23556,-3.845664077
1239,594510,612534,-18024,-2.942530537
1240,598063.5,612534,-14470.5,-2.362399475
1241,602143.5,612534,-10390.5,-1.696314001
1242,597657,612534,-14877,-2.428763138
1243,593035.5,612534,-19498.5,-3.183251868
1244,600162,612534,-12372,-2.019806247
1245,592975.5,612534,-19558.5,-3.193047243
1246,597535.5,612534,-14998.5,-2.448598772
1247,597774,612534,-14760,-2.409662158
1248,594054,612534,-18480,-3.016975384
1249,608632.5,612534,-3901.5,-0.636944235
1250,604939.5,612534,-7594.5,-1.239849543
1251,607902,612534,-4632,-0.756202921
1252,617329.5,617329.5,0,0
1253,619720.5,619720.5,0,0
1254,617790,619720.5,-1930.5,-0.311511399
1255,617091,619720.5,-2629.5,-0.424304182
1256,614761.5,619720.5,-4959,-0.800199445
1257,610570.5,619720.5,-9150,-1.476472055
1258,612678,619720.5,-7042.5,-1.136399393
1259,617739,619720.5,-1981.5,-0.319740915
1260,612309,619720.5,-7411.5,-1.195942364
1261,623275.5,623275.5,0,0
1262,615604.5,623275.5,-7671,-1.230755902
1263,615762,623275.5,-7513.5,-1.205486177
1264,616248,623275.5,-7027.5,-1.127511028
1265,621781.5,623275.5,-1494,-0.239701384
1266,620137.5,623275.5,-3138,-0.503469172
1267,620857.5,623275.5,-2418,-0.387950433
1268,677706,677706,0,0
1269,679425,679425,0,0
1270,699420,699420,0,0
1271,712798.5,712798.5,0,0
1272,733015.5,733015.5,0,0
1273,729300,733015.5,-3715.5,-0.506878777
1274,724714.5,733015.5,-8301,-1.132445358
1275,723004.5,733015.5,-10011,-1.365728283
1276,722191.5,733015.5,-10824,-1.476639989
1277,714046.5,733015.5,-18969,-2.587803396
1278,710344.5,733015.5,-22671,-3.092840465
1279,713175,733015.5,-19840.5,-2.706695834
1280,710367,733015.5,-22648.5,-3.089770953
1281,705022.5,733015.5,-27993,-3.818882411
1282,704121,733015.5,-28894.5,-3.941867532
1283,721482,733015.5,-11533.5,-1.57343194
1284,717426,733015.5,-15589.5,-2.126762667
1285,709993.5,733015.5,-23022,-3.140724855
1286,705865.5,733015.5,-27150,-3.703878022
1287,700357.5,733015.5,-32658,-4.455294602
1288,700594.5,733015.5,-32421,-4.422962407
1289,711702,733015.5,-21313.5,-2.907646564
1290,712849.5,733015.5,-20166,-2.751101443
1291,711561,733015.5,-21454.5,-2.926882174
1292,707103,733015.5,-25912.5,-3.535054852
1293,716037,733015.5,-16978.5,-2.316253885
1294,716041.5,733015.5,-16974,-2.315639983
1295,710764.5,733015.5,-22251,-3.035542905
1296,708763.5,733015.5,-24252,-3.308524854
1297,709731,733015.5,-23284.5,-3.17653583
1298,713019,733015.5,-19996.5,-2.727977785
1299,710892,733015.5,-22123.5,-3.018149002
1300,731323.5,733015.5,-1692,-0.230827315
1301,734757,734757,0,0
1302,731361,734757,-3396,-0.462193623
1303,726922.5,734757,-7834.5,-1.06627089
1304,728757,734757,-6000,-0.816596507
1305,730623,734757,-4134,-0.562634994
1306,737173.5,737173.5,0,0
1307,734455.5,737173.5,-2718,-0.368705603
1308,728472,737173.5,-8701.5,-1.180386978
1309,751614,751614,0,0
1310,749187,751614,-2427,-0.322905108
1311,747535.5,751614,-4078.5,-0.542632255
1312,748285.5,751614,-3328.5,-0.442846993
1313,744948,751614,-6666,-0.88689141
1314,744937.5,751614,-6676.5,-0.888288403
1315,752496,752496,0,0
1316,753375,753375,0,0
1317,749976,753375,-3399,-0.451169736
1318,751902,753375,-1473,-0.195520159
1319,749526,753375,-3849,-0.510900946
1320,745957.5,753375,-7417.5,-0.984569438
1321,784212,784212,0,0
1322,777802.5,784212,-6409.5,-0.817317256
1323,771909,784212,-12303,-1.568835978
1324,766653,784212,-17559,-2.239062906
1325,770494.5,784212,-13717.5,-1.749208122
1326,769552.5,784212,-14659.5,-1.869328702
1327,766171.5,784212,-18040.5,-2.30046212
1328,770074.5,784212,-14137.5,-1.802765069
1329,768456,784212,-15756,-2.009150587
1330,768759,784212,-15453,-1.970513076
1331,782358,784212,-1854,-0.236415663
1332,778078.5,784212,-6133.5,-0.782122691
1333,788932.5,788932.5,0,0
1334,780822,788932.5,-8110.5,-1.028034718
1335,777202.5,788932.5,-11730,-1.486819215
1336,763078.5,788932.5,-25854,-3.277086443
1337,763473,788932.5,-25459.5,-3.227082165
1338,769602,788932.5,-19330.5,-2.450209619
1339,762151.5,788932.5,-26781,-3.394586989
1340,753609,788932.5,-35323.5,-4.477379243
1341,757594.5,788932.5,-31338,-3.972202945
1342,778029,788932.5,-10903.5,-1.3820574
1343,792732,792732,0,0
1344,788074.5,792732,-4657.5,-0.587525166
1345,780615,792732,-12117,-1.528511527
1346,788917.5,792732,-3814.5,-0.481184057
1347,797632.5,797632.5,0,0
1348,792406.5,797632.5,-5226,-0.65518895
1349,816702,816702,0,0
1350,812725.5,816702,-3976.5,-0.486897302
1351,798538.5,816702,-18163.5,-2.224005819
1352,785499,816702,-31203,-3.82061021
1353,772413,816702,-44289,-5.422908233
1354,790854,816702,-25848,-3.164924293
1355,805746,816702,-10956,-1.34149298
1356,799692,816702,-17010,-2.082767031
1357,796597.5,816702,-20104.5,-2.461669005
1358,786589.5,816702,-30112.5,-3.687085375
1359,791328,816702,-25374,-3.106885988
1360,795448.5,816702,-21253.5,-2.602356796
1361,795541.5,816702,-21160.5,-2.590969534
1362,795403.5,816702,-21298.5,-2.607866762
1363,785937,816702,-30765,-3.766979878
1364,788083.5,816702,-28618.5,-3.504154514
1365,783081,816702,-33621,-4.116679033
1366,791254.5,816702,-25447.5,-3.115885598
1367,790629,816702,-26073,-3.192474122
1368,790056,816702,-26646,-3.262634351
1369,805798.5,816702,-10903.5,-1.335064687
1370,802014,816702,-14688,-1.798452802
1371,811110,816702,-5592,-0.68470507
1372,870327,870327,0,0
1373,834772.5,870327,-35554.5,-4.08518867
1374,842515.5,870327,-27811.5,-3.195523062
1375,845461.5,870327,-24865.5,-2.857029599
1376,833565,870327,-36762,-4.223929626
1377,832767,870327,-37560,-4.315619302
1378,824803.5,870327,-45523.5,-5.230620215
1379,819388.5,870327,-50938.5,-5.852800154
1380,825369,870327,-44958,-5.165644637
1381,822696,870327,-47631,-5.472770579
1382,810294,870327,-60033,-6.897752224
1383,820450.5,870327,-49876.5,-5.730777053
1384,813610.5,870327,-56716.5,-6.516688555
1385,823054.5,870327,-47272.5,-5.431579165
1386,808366.5,870327,-61960.5,-7.119220707
1387,796753.5,870327,-73573.5,-8.45354677
1388,786312,870327,-84015,-9.653268254
1389,795805.5,870327,-74521.5,-8.562471347
1390,793111.5,870327,-77215.5,-8.872010175
1391,789663,870327,-80664,-9.268240558
1392,803217,870327,-67110,-7.710894871
1393,806637,870327,-63690,-7.317939119
1394,801243,870327,-69084,-7.937706173
1395,800307,870327,-70020,-8.045251957
1396,802384.5,870327,-67942.5,-7.806548573
1397,798222,870327,-72105,-8.284817086
1398,800430,870327,-69897,-8.031119338
1399,796485,870327,-73842,-8.484397244
1400,820309.5,870327,-50017.5,-5.74697786
1401,815997,870327,-54330,-6.242481274
1402,811111.5,870327,-59215.5,-6.803822012
1403,803475,870327,-66852,-7.68125084
1404,794220,870327,-76107,-8.744644254
1405,797043,870327,-73284,-8.420283411
1406,812440.5,870327,-57886.5,-6.651120786
1407,802914,870327,-67413,-7.745709371
1408,798402,870327,-71925,-8.264135204
1409,792349.5,870327,-77977.5,-8.959563474
1410,793324.5,870327,-77002.5,-8.847536616
1411,790443,870327,-79884,-9.178619071
1412,793693.5,870327,-76633.5,-8.805138758
1413,799591.5,870327,-70735.5,-8.127462437
1414,811210.5,870327,-59116.5,-6.792446977
1415,806233.5,870327,-64093.5,-7.364301004
1416,810484.5,870327,-59842.5,-6.875863899
1417,808504.5,870327,-61822.5,-7.103364597
1418,809112,870327,-61215,-7.033563247
1419,818494.5,870327,-51832.5,-5.955520167
1420,813955.5,870327,-56371.5,-6.477048282
1421,807621,870327,-62706,-7.204878166
1422,816129,870327,-54198,-6.227314561
1423,810868.5,870327,-59458.5,-6.831742552
1424,803662.5,870327,-66664.5,-7.659707213
1425,798705,870327,-71622,-8.229320704
1426,805690.5,870327,-64636.5,-7.426691347
1427,803263.5,870327,-67063.5,-7.705552051
1428,800317.5,870327,-70009.5,-8.044045514
1429,802567.5,870327,-67759.5,-7.785521993
1430,814803,870327,-55524,-6.379671089
1431,811842,870327,-58485,-6.719888042
1432,819243,870327,-51084,-5.869518009
1433,820620,870327,-49707,-5.711301614
1434,815286,870327,-55041,-6.324174707
1435,812094,870327,-58233,-6.690933408
1436,807718.5,870327,-62608.5,-7.193675481
1437,810486,870327,-59841,-6.87569155
1438,805731,870327,-64596,-7.422037924
1439,798069,870327,-72258,-8.302396685
1440,795126,870327,-75201,-8.64054545
1441,790726.5,870327,-79600.5,-9.146045107
1442,790890,870327,-79437,-9.127259065
1443,801334.5,870327,-68992.5,-7.927192883
1444,798417,870327,-71910,-8.262411714
1445,799482,870327,-70845,-8.140043915
1446,794260.5,870327,-76066.5,-8.739990831
1447,790687.5,870327,-79639.5,-9.150526182
1448,810942,870327,-59385,-6.82329745
1449,807541.5,870327,-62785.5,-7.214012664
1450,809824.5,870327,-60502.5,-6.951697465
1451,807799.5,870327,-62527.5,-7.184368634
1452,805522.5,870327,-64804.5,-7.445994437
1453,799849.5,870327,-70477.5,-8.097818406
1454,800824.5,870327,-69502.5,-7.985791547
1455,799530,870327,-70797,-8.134528746
1456,796015.5,870327,-74311.5,-8.538342485
1457,799803,870327,-70524,-8.103161226
1458,809229,870327,-61098,-7.020120024
1459,813283.5,870327,-57043.5,-6.55426064
1460,808948.5,870327,-61378.5,-7.052349289
1461,804729,870327,-65598,-7.537167065
1462,800161.5,870327,-70165.5,-8.061969811
1463,798129,870327,-72198,-8.295502725
1464,799087.5,870327,-71239.5,-8.185371705
1465,803527.5,870327,-66799.5,-7.675218625
1466,791644.5,870327,-78682.5,-9.040567511
1467,790240.5,870327,-80086.5,-9.201886188
1468,780742.5,870327,-89584.5,-10.29320014
1469,780475.5,870327,-89851.5,-10.32387827
1470,765381,870327,-104946,-12.05822639
1471,756010.5,870327,-114316.5,-13.13489068
1472,784444.5,870327,-85882.5,-9.867842776
1473,782131.5,870327,-88195.5,-10.13360496
1474,777658.5,870327,-92668.5,-10.64754971
1475,777901.5,870327,-92425.5,-10.61962917
1476,774979.5,870327,-95347.5,-10.95536505
1477,781630.5,870327,-88696.5,-10.19116953
1478,781317,870327,-89010,-10.22719047
1479,779086.5,870327,-91240.5,-10.48347345
1480,770305.5,870327,-100021.5,-11.49240458
1481,766417.5,870327,-103909.5,-11.93913322
1482,761550,870327,-108777,-12.49840577
1483,775324.5,870327,-95002.5,-10.91572478
1484,768916.5,870327,-101410.5,-11.65199977
1485,769615.5,870327,-100711.5,-11.57168513
1486,781443,870327,-88884,-10.21271315
1487,789469.5,870327,-80857.5,-9.290473581
1488,786304.5,870327,-84022.5,-9.654129999
1489,784623,870327,-85704,-9.847333244
1490,783699,870327,-86628,-9.953500236
1491,788679,870327,-81648,-9.381301511
1492,787927.5,870327,-82399.5,-9.467648367
1493,782869.5,870327,-87457.5,-10.04880924
1494,776577,870327,-93750,-10.77181335
1495,793314,870327,-77013,-8.848743059
1496,811753.5,870327,-58573.5,-6.730056634
1497,805963.5,870327,-64363.5,-7.395323827
1498,814807.5,870327,-55519.5,-6.379154042
1499,811897.5,870327,-58429.5,-6.713511129
1500,806166,870327,-64161,-7.37205671
1501,799578,870327,-70749,-8.129013578
1502,798637.5,870327,-71689.5,-8.237076409
1503,793063.5,870327,-77263.5,-8.877525344
1504,791173.5,870327,-79153.5,-9.094685101
1505,792280.5,870327,-78046.5,-8.967491529
1506,787264.5,870327,-83062.5,-9.543826631
1507,793857,870327,-76470,-8.786352716
1508,785119.5,870327,-85207.5,-9.79028572
1509,794074.5,870327,-76252.5,-8.761362109
1510,809701.5,870327,-60625.5,-6.965830085
1511,826885.5,870327,-43441.5,-4.991399784
1512,824955,870327,-45372,-5.213212965
1513,830316,870327,-40011,-4.59723759
1514,813345,870327,-56982,-6.54719433
1515,814560,870327,-55767,-6.407591629
1516,811356,870327,-58971,-6.775729123
1517,804715.5,870327,-65611.5,-7.538718206
1518,795895.5,870327,-74431.5,-8.552130406
1519,800235,870327,-70092,-8.05352471
1520,792576,870327,-77751,-8.933538773
1521,803679,870327,-66648,-7.657811374
1522,809863.5,870327,-60463.5,-6.947216391
1523,837834,870327,-32493,-3.733424334
1524,812205,870327,-58122,-6.678179581
1525,822430.5,870327,-47896.5,-5.503276355
1526,779542.5,870327,-90784.5,-10.43107935
1527,847954.5,870327,-22372.5,-2.570585539
1528,892090.5,892090.5,0,0
1529,1013935.5,1013935.5,0,0
1530,1001998.5,1013935.5,-11937,-1.177293822
1531,990541.5,1013935.5,-23394,-2.307247354
1532,987066,1013935.5,-26869.5,-2.650020637
1533,1061254.5,1061254.5,0,0
1534,1032982.5,1061254.5,-28272,-2.664016972
1535,1022317.5,1061254.5,-38937,-3.668959708
1536,1015980,1061254.5,-45274.5,-4.26613032
1537,997246.5,1061254.5,-64008,-6.031352517
1538,1064902.5,1064902.5,0,0
1539,1029975,1064902.5,-34927.5,-3.279877735
1540,1010385,1064902.5,-54517.5,-5.11948277
1541,1005669,1064902.5,-59233.5,-5.562340214
1542,969775.5,1064902.5,-95127,-8.93293048
1543,974031,1064902.5,-90871.5,-8.53331643
1544,971973,1064902.5,-92929.5,-8.72657356
1545,995721,1064902.5,-69181.5,-6.496510244
1546,1006638,1064902.5,-58264.5,-5.471345968
1547,986862,1064902.5,-78040.5,-7.32841739
1548,980577,1064902.5,-84325.5,-7.918612267
1549,965634,1064902.5,-99268.5,-9.321839323
1550,952996.5,1064902.5,-111906,-10.50856769
1551,934045.5,1064902.5,-130857,-12.28816723
1552,926719.5,1064902.5,-138183,-12.97611753
1553,920592,1064902.5,-144310.5,-13.55152232
1554,907749,1064902.5,-157153.5,-14.75754823
1555,890199,1064902.5,-174703.5,-16.40558643
1556,885724.5,1064902.5,-179178,-16.82576574
1557,901770,1064902.5,-163132.5,-15.31900808
1558,918141,1064902.5,-146761.5,-13.78168424
1559,907486.5,1064902.5,-157416,-14.78219837
1560,919461,1064902.5,-145441.5,-13.65772923
1561,949995,1064902.5,-114907.5,-10.79042448
1562,941296.5,1064902.5,-123606,-11.60725982
1563,934282.5,1064902.5,-130620,-12.26591167
1564,929311.5,1064902.5,-135591,-12.73271497
1565,920553,1064902.5,-144349.5,-13.55518463
1566,932958,1064902.5,-131944.5,-12.39028925
1567,923166,1064902.5,-141736.5,-13.30981005
1568,904399.5,1064902.5,-160503,-15.07208406
1569,898132.5,1064902.5,-166770,-15.66058865
1570,889825.5,1064902.5,-175077,-16.44066006
1571,879711,1064902.5,-185191.5,-17.39046532
1572,909987,1064902.5,-154915.5,-14.54738814
1573,890097,1064902.5,-174805.5,-16.41516477
1574,893568,1064902.5,-171334.5,-16.08921944
1575,940689,1064902.5,-124213.5,-11.6643073
1576,929314.5,1064902.5,-135588,-12.73243325
1577,927876,1064902.5,-137026.5,-12.86751604
1578,921364.5,1064902.5,-143538,-13.47898047
1579,928597.5,1064902.5,-136305,-12.79976336
1580,928420.5,1064902.5,-136482,-12.8163846
1581,916216.5,1064902.5,-148686,-13.96240501
1582,910647,1064902.5,-154255.5,-14.48541064
1583,910605,1064902.5,-154297.5,-14.48935466
1584,900475.5,1064902.5,-164427,-15.4405685
1585,919653,1064902.5,-145249.5,-13.63969941
1586,945592.5,1064902.5,-119310,-11.20384261
1587,938799,1064902.5,-126103.5,-11.84178833
1588,923188.5,1064902.5,-141714,-13.30769718
1589,919297.5,1064902.5,-145605,-13.67308275
1590,913840.5,1064902.5,-151062,-14.18552403
1591,920917.5,1064902.5,-143985,-13.52095614
1592,908749.5,1064902.5,-156153,-14.66359596
1593,927477,1064902.5,-137425.5,-12.90498426
1594,923934,1064902.5,-140968.5,-13.23769077
1595,926293.5,1064902.5,-138609,-13.01612119
1596,934228.5,1064902.5,-130674,-12.27098255
1597,936408,1064902.5,-128494.5,-12.06631593
1598,924055.5,1064902.5,-140847,-13.22628128
1599,927516,1064902.5,-137386.5,-12.90132195
1600,929472,1064902.5,-135430.5,-12.71764316
1601,923776.5,1064902.5,-141126,-13.25248086
1602,970374,1064902.5,-94528.5,-8.876728151
1603,972285,1064902.5,-92617.5,-8.697275103
1604,997689,1064902.5,-67213.5,-6.311704593
1605,991947,1064902.5,-72955.5,-6.850908886
1606,1026352.5,1064902.5,-38550,-3.620049723
1607,1045050,1064902.5,-19852.5,-1.864255178
1608,1066848,1066848,0,0
1609,1066150.5,1066848,-697.5,-0.06537951
1610,1060728,1066848,-6120,-0.573652479
1611,1067790,1067790,0,0
1612,1065306,1067790,-2484,-0.232630012
1613,1086670.5,1086670.5,0,0
1614,1085064,1086670.5,-1606.5,-0.147836902
1615,1088239.5,1088239.5,0,0
1616,1093843.5,1093843.5,0,0
1617,1094686.5,1094686.5,0,0
1618,1094941.5,1094941.5,0,0
1619,1090666.5,1094941.5,-4275,-0.390431818
1620,1111315.5,1111315.5,0,0
1621,1096186.5,1111315.5,-15129,-1.361359578
1622,1100398.5,1111315.5,-10917,-0.982349297
1623,1090983,1111315.5,-20332.5,-1.829588447
1624,1094326.5,1111315.5,-16989,-1.52872879
1625,1090359,1111315.5,-20956.5,-1.885738118
1626,1080718.5,1111315.5,-30597,-2.753223545
1627,1092931.5,1111315.5,-18384,-1.6542557
1628,1082428.5,1111315.5,-28887,-2.599351849
1629,1071864,1111315.5,-39451.5,-3.549981981
1630,1063165.5,1111315.5,-48150,-4.332702999
1631,1059664.5,1111315.5,-51651,-4.647735049
1632,1058629.5,1111315.5,-52686,-4.740867917
1633,1052913,1111315.5,-58402.5,-5.255258295
1634,1066798.5,1111315.5,-44517,-4.005793134
1635,1060873.5,1111315.5,-50442,-4.538945061
1636,1055742,1111315.5,-55573.5,-5.000695122
1637,1049236.5,1111315.5,-62079,-5.58608244
1638,1050073.5,1111315.5,-61242,-5.510766295
1639,1050033,1111315.5,-61282.5,-5.514410624
1640,1063522.5,1111315.5,-47793,-4.300578909
1641,1058793,1111315.5,-52522.5,-4.726155624
1642,1055142,1111315.5,-56173.5,-5.054685191
1643,1058823,1111315.5,-52492.5,-4.72345612
1644,1049979,1111315.5,-61336.5,-5.51926973
1645,1071870,1111315.5,-39445.5,-3.54944208
1646,1075414.5,1111315.5,-35901,-3.23049575
1647,1083492,1111315.5,-27823.5,-2.503654453
1648,1109311.5,1111315.5,-2004,-0.180326829
1649,1097271,1111315.5,-14044.5,-1.263772529
1650,1098978,1111315.5,-12337.5,-1.110170784
1651,1094071.5,1111315.5,-17244,-1.551674569
1652,1089084,1111315.5,-22231.5,-2.000467014
1653,1092627,1111315.5,-18688.5,-1.681655659
1654,1085674.5,1111315.5,-25641,-2.307265578
1655,1095501,1111315.5,-15814.5,-1.423043231
1656,1086345,1111315.5,-24970.5,-2.246931677
1657,1080099,1111315.5,-31216.5,-2.80896829
1658,1085541,1111315.5,-25774.5,-2.319278369
1659,1112856,1112856,0,0
1660,1126468.5,1126468.5,0,0
1661,1125574.5,1126468.5,-894,-0.079363071
1662,1122871.5,1126468.5,-3597,-0.319316519
1663,1119081,1126468.5,-7387.5,-0.655810615
1664,1121499,1126468.5,-4969.5,-0.441157476
1665,1111288.5,1126468.5,-15180,-1.3475743
1666,1107696,1126468.5,-18772.5,-1.66649134
1667,1101115.5,1126468.5,-25353,-2.250662136
1668,1101361.5,1126468.5,-25107,-2.228823975
1669,1120662,1126468.5,-5806.5,-0.515460486
1670,1139125.5,1139125.5,0,0
1671,1140969,1140969,0,0
1672,1161760.5,1161760.5,0,0
1673,1154680.5,1161760.5,-7080,-0.609419928
1674,1150999.5,1161760.5,-10761,-0.926266644
1675,1143036,1161760.5,-18724.5,-1.611734949
1676,1152663,1161760.5,-9097.5,-0.783078784
1677,1145824.5,1161760.5,-15936,-1.371711295
1678,1167661.5,1167661.5,0,0
1679,1188108,1188108,0,0
1680,1178413.5,1188108,-9694.5,-0.815961175
1681,1164118.5,1188108,-23989.5,-2.019134624
1682,1152456,1188108,-35652,-3.000737307
1683,1145590.5,1188108,-42517.5,-3.578588815
1684,1139911.5,1188108,-48196.5,-4.056575665
1685,1151682,1188108,-36426,-3.0658829
1686,1146691.5,1188108,-41416.5,-3.485920472
1687,1149870,1188108,-38238,-3.218394287
1688,1144834.5,1188108,-43273.5,-3.642219394
1689,1161355.5,1188108,-26752.5,-2.25168924
1690,1167451.5,1188108,-20656.5,-1.738604571
1691,1166949,1188108,-21159,-1.780898706
1692,1162540.5,1188108,-25567.5,-2.151950833
1693,1160212.5,1188108,-27895.5,-2.347892616
1694,1160874,1188108,-27234,-2.292215859
1695,1162903.5,1188108,-25204.5,-2.121398055
1696,1159266,1188108,-28842,-2.427557091
1697,1153645.5,1188108,-34462.5,-2.900620146
1698,1150378.5,1188108,-37729.5,-3.175595148
1699,1186867.5,1188108,-1240.5,-0.1044097
1700,1180933.5,1188108,-7174.5,-0.603859245
1701,1188115.5,1188115.5,0,0
1702,1213063.5,1213063.5,0,0
1703,1213717.5,1213717.5,0,0
1704,1208451,1213717.5,-5266.5,-0.433914811
1705,1204870.5,1213717.5,-8847,-0.728917561
1706,1236754.5,1236754.5,0,0
1707,1231248,1236754.5,-5506.5,-0.445237919
1708,1230264,1236754.5,-6490.5,-0.524801001
1709,1222644,1236754.5,-14110.5,-1.140929748
1710,1233840,1236754.5,-2914.5,-0.235657117
1711,1231369.5,1236754.5,-5385,-0.435413819
1712,1244596.5,1244596.5,0,0
1713,1256487,1256487,0,0
1714,1264732.5,1264732.5,0,0
1715,1273659,1273659,0,0
1716,1309270.5,1309270.5,0,0
1717,1309387.5,1309387.5,0,0
1718,1303579.5,1309387.5,-5808,-0.443566171
1719,1293793.5,1309387.5,-15594,-1.190938511
1720,1283512.5,1309387.5,-25875,-1.976114786
1721,1289167.5,1309387.5,-20220,-1.544233468
1722,1300354.5,1309387.5,-9033,-0.689864536
1723,1308940.5,1309387.5,-447,-0.034138099
1724,1301775,1309387.5,-7612.5,-0.581378698
1725,1296334.5,1309387.5,-13053,-0.996878311
1726,1290415.5,1309387.5,-18972,-1.448921729
1727,1292443.5,1309387.5,-16944,-1.294040152
1728,1337469,1337469,0,0
1729,1332034.5,1337469,-5434.5,-0.406327175
1730,1359715.5,1359715.5,0,0
1731,1340164.5,1359715.5,-19551,-1.43787432
1732,1379191.5,1379191.5,0,0
1733,1372315.5,1379191.5,-6876,-0.498552957
1734,1368508.5,1379191.5,-10683,-0.77458424
1735,1363990.5,1379191.5,-15201,-1.102167466
1736,1356886.5,1379191.5,-22305,-1.617251846
1737,1366455,1379191.5,-12736.5,-0.923475819
1738,1382667,1382667,0,0
1739,1372327.5,1382667,-10339.5,-0.747793937
1740,1381044,1382667,-1623,-0.117381842
1741,1393512,1393512,0,0
1742,1394047.5,1394047.5,0,0
1743,1383349.5,1394047.5,-10698,-0.767405702
1744,1373508,1394047.5,-20539.5,-1.473371603
1745,1363036.5,1394047.5,-31011,-2.224529652
1746,1378699.5,1394047.5,-15348,-1.100966789
1747,1398187.5,1398187.5,0,0
1748,1411275,1411275,0,0
1749,1417699.5,1417699.5,0,0
1750,1421232,1421232,0,0
1751,1417902,1421232,-3330,-0.234303759
1752,1417774.5,1421232,-3457.5,-0.243274849
1753,1416094.5,1421232,-5137.5,-0.361482151
1754,1427763,1427763,0,0
1755,1421385,1427763,-6378,-0.446712795
1756,1428582,1428582,0,0
1757,1432608,1432608,0,0
1758,1433640,1433640,0,0
1759,1424427,1433640,-9213,-0.642629949
1760,1419343.5,1433640,-14296.5,-0.997216875
1761,1420192.5,1433640,-13447.5,-0.937996987
1762,1423351.5,1433640,-10288.5,-0.717648782
1763,1418233.5,1433640,-15406.5,-1.07464217
1764,1414471.5,1433640,-19168.5,-1.337051143
1765,1415695.5,1433640,-17944.5,-1.25167406
1766,1405183.5,1433640,-28456.5,-1.98491253
1767,1432686,1433640,-954,-0.066543902
1768,1484013,1484013,0,0
1769,1478758.5,1484013,-5254.5,-0.354073718
1770,1474669.5,1484013,-9343.5,-0.629610388
1771,1472808,1484013,-11205,-0.755047294
1772,1471467,1484013,-12546,-0.845410384
1773,1466667,1484013,-17346,-1.168857685
1774,1463416.5,1484013,-20596.5,-1.387892155
1775,1457511,1484013,-26502,-1.785833413
1776,1452528,1484013,-31485,-2.121612142
1777,1451217,1484013,-32796,-2.209953686
1778,1464471,1484013,-19542,-1.316834826
1779,1453546.5,1484013,-30466.5,-2.052980668
1780,1450344,1484013,-33669,-2.268780664
1781,1445349,1484013,-38664,-2.605368012
1782,1441045.5,1484013,-42967.5,-2.895358733
1783,1439332.5,1484013,-44680.5,-3.010788989
1784,1448365.5,1484013,-35647.5,-2.402101599
1785,1444624.5,1484013,-39388.5,-2.654188339
1786,1443372,1484013,-40641,-2.73858787
1787,1445601,1484013,-38412,-2.588387029
1788,1438360.5,1484013,-45652.5,-3.076287068
1789,1431318,1484013,-52695,-3.550844905
1790,1421071.5,1484013,-62941.5,-4.241303816
1791,1417992,1484013,-66021,-4.448815475
1792,1408696.5,1484013,-75316.5,-5.07519139
1793,1403704.5,1484013,-80308.5,-5.411576583
1794,1415626.5,1484013,-68386.5,-4.608214349
1795,1406544,1484013,-77469,-5.220237289
1796,1405650,1484013,-78363,-5.280479349
1797,1440072,1484013,-43941,-2.960957889
1798,1427073,1484013,-56940,-3.836893612
1799,1410771,1484013,-73242,-4.935401509
1800,1398577.5,1484013,-85435.5,-5.757058732
1801,1434447,1484013,-49566,-3.339997695
1802,1449381,1484013,-34632,-2.333672279
1803,1432750.5,1484013,-51262.5,-3.454316101
1804,1533067.5,1533067.5,0,0
1805,1530324,1533067.5,-2743.5,-0.178954938
1806,1566510,1566510,0,0
1807,1548838.5,1566510,-17671.5,-1.128080893
1808,1536808.5,1566510,-29701.5,-1.896030029
1809,1533162,1566510,-33348,-2.128808626
1810,1534312.5,1566510,-32197.5,-2.055365111
1811,1540533,1566510,-25977,-1.65827221
1812,1532697,1566510,-33813,-2.158492445
1813,1521618,1566510,-44892,-2.865733382
1814,1524144,1566510,-42366,-2.704483214
1815,1507438.5,1566510,-59071.5,-3.770898366
1816,1526797.5,1566510,-39712.5,-2.535093935
1817,1530498,1566510,-36012,-2.298868185
1818,1520262,1566510,-46248,-2.95229523
1819,1506208.5,1566510,-60301.5,-3.849416857
1820,1499040,1566510,-67470,-4.307026447
1821,1510270.5,1566510,-56239.5,-3.590114331
1822,1498024.5,1566510,-68485.5,-4.371852079
1823,1488079.5,1566510,-78430.5,-5.006702798
1824,1475103,1566510,-91407,-5.835072869
1825,1492059,1566510,-74451,-4.752666756
1826,1477836,1566510,-88674,-5.660608614
1827,1468218,1566510,-98292,-6.274584905
1828,1507219.5,1566510,-59290.5,-3.784878488
1829,1555579.5,1566510,-10930.5,-0.697761265
1830,1544034,1566510,-22476,-1.434781776
